EOGNoiseDuration,blinkIntervalAvg,blinkIntervalMax,blinkSpeed,blinkSpeedStd,blinkStrength,blinkStrengthMax,blinkStrengthMin,bodyMoveVertical,cadence,capturedAt,eyeMoveBigHorizontal,eyeMoveBigVertical,eyeMoveHorizontal,eyeMoveVertical,fitError,focus,footholdLeft,footholdRight,numBlinkBurst,numBlinks,numSteps1000,numSteps280,numSteps310,numSteps340,numSteps370,numSteps400,numSteps430,numSteps460,numSteps500,numSteps530,numSteps560,numSteps590,numSteps620,numSteps650,numSteps680,numSteps710,numSteps750,numSteps780,numSteps810,numSteps840,numSteps870,numSteps900,numSteps930,numSteps960,numStoredData,pitchAvg,pitchDiff,powerLeft,rollAvg,rollDiff,sittingPostureIndex1,sittingPostureIndex2,sittingPostureIndex3,sleepy
12,2712,2712,196,90,135,221,75,,0,"Tue, 17 May 2016 14:32:00 +0900",28.75,58.75,27.5,37.5,0,1,0,0,2.5,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,5,0,0,25,25,25,1
35,1250,1250,171,45,129,239,60,,0,"Tue, 17 May 2016 14:33:00 +0900",40.8,50.4,12,14.4,0,1,0,0,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,0,25,25,25,1
17,4457.667,4457.667,152,17,104,178,50,,0,"Tue, 17 May 2016 14:34:00 +0900",51.62791,16.74419,18.13953,78.13953,0,1,0,0,1.395349,13.95349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,25,25,25,1
26,2952.333,2952.333,165,54,85,180,38,,0,"Tue, 17 May 2016 14:35:00 +0900",67.05882,31.76471,14.11765,63.52942,0,1,0,0,3.529412,19.41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,0,0,25,25,25,1
30,2745,2745,178,69,109,213,59,,0,"Tue, 17 May 2016 14:36:00 +0900",44,38,20,44,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,25,25,25,0
14,2261.667,2261.667,185,52,88,156,38,,0,"Tue, 17 May 2016 14:37:00 +0900",15.65217,14.34783,18.26087,61.30435,0,1,0,0,5.217391,23.47826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,0,25,25,25,1
13,3250.833,3250.833,187,68,68,148,35,,0,"Tue, 17 May 2016 14:38:00 +0900",16.59575,24.25532,17.87234,54.89362,0,1,0,0,2.553191,17.87234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,25,1,25,2
10,3375,14770,186,65,62,115,34,,0,"Tue, 17 May 2016 14:39:00 +0900",10.8,30,27.6,55.2,0,2,0,0,2.4,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,0,0,25,25,25,1
19,2665,2665,176,58,77,133,46,,0,"Tue, 17 May 2016 14:40:00 +0900",13.17073,33.65854,11.70732,58.53659,0,1,0,0,4.390244,20.4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,0,25,25,25,1
2,7897.667,17140,152,41,59,90,34,,0,"Tue, 17 May 2016 14:41:00 +0900",4.137931,9.310345,7.241379,75.51724,0,2,0,0,1.034483,6.206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,25,25,25,1
